category_enc,supplier_enc,days_to_expiry,current_stock,stock_status,sales_velocity_7d,wastage_count_90d,turnover_rate,unit_cost,stock_cover_days,expiring_soon,risk_score
6,5,385,580,2,0.0,0,5.22,115.22,999.0,0,0.2600720453999648
1,7,172,151,0,0.0,7,3.08,307.31,999.0,0,0.3473434771662714
3,2,214,39,0,19.27,10,4.8,236.35,2.02,0,0.29032847682052604
7,3,109,151,0,8.31,12,5.34,596.31,18.16,0,0.3634956543981238
3,6,395,40,0,11.37,14,0.27,212.91,3.52,0,0.36819707753093445
1,7,214,474,2,0.0,10,5.01,149.28,999.0,0,0.5817640605273389
0,3,343,593,2,6.35,0,3.18,43.52,93.33,0,0.22424103065267842
7,3,204,2,1,0.0,8,3.21,541.71,999.0,0,0.4387900285274581
0,4,394,52,0,0.0,9,4.68,516.04,999.0,0,0.4690754984521363
6,5,91,558,2,0.0,13,0.48,395.17,999.0,0,0.6844669730862809
0,1,67,264,2,4.23,8,2.49,545.45,62.48,0,0.3904911993108647
2,5,50,295,2,0.0,2,5.9,526.47,999.0,0,0.39636363435128585
0,3,34,276,2,0.0,14,2.03,310.27,999.0,0,0.6502229560430683
7,1,247,284,2,19.64,2,2.12,244.97,14.46,0,0.19671601934311195
4,0,318,88,0,0.0,4,2.05,322.81,999.0,0,0.2807435763491475
3,7,388,359,2,0.74,13,0.62,317.2,482.06,0,0.5625604788552904
3,2,98,495,2,0.0,7,5.01,561.6,999.0,0,0.5476918617734687
7,6,165,377,2,0.0,1,2.72,22.16,999.0,0,0.30465057535510187
5,5,213,7,1,24.24,2,0.8,75.67,0.29,0,0.10428259296003062
1,2,243,506,2,13.84,3,3.75,38.84,36.56,0,0.306227205429745
5,3,160,549,2,20.55,1,5.15,51.85,26.71,0,0.1780246139748308
2,4,195,156,0,7.02,2,5.85,231.0,22.23,0,0.0937944456115828
4,6,12,26,0,24.53,5,4.27,524.31,1.06,1,0.5217692379876563
1,5,59,97,0,24.37,10,5.33,125.92,3.98,0,0.31547725610336197
1,3,26,283,2,0.0,9,5.44,401.58,999.0,1,0.8100522861736946
6,0,160,430,2,2.32,8,4.45,99.4,185.01,0,0.37731779636351814
0,1,245,43,0,11.73,12,3.25,173.28,3.67,0,0.36090246254771097
3,1,172,172,0,0.0,0,2.82,442.67,999.0,0,0.10519937053564452
3,6,3,535,2,0.0,15,3.29,54.44,999.0,1,0.8553209021209996
6,3,271,299,2,8.61,13,5.46,186.84,34.74,0,0.45988368119274214
1,6,131,509,2,0.0,12,3.54,453.14,999.0,0,0.6329559953166762
2,1,344,254,2,0.0,7,5.99,452.03,999.0,0,0.5417502981473796
6,2,112,283,2,0.0,6,4.3,501.38,999.0,0,0.4236511905908786
1,5,106,457,2,0.0,11,1.95,258.45,999.0,0,0.6291424273123138
4,7,340,206,0,0.0,6,2.34,129.04,999.0,0,0.361902839235765
3,7,251,280,2,10.94,0,2.6,111.99,25.6,0,0.20376717050874532
0,7,269,296,2,0.0,9,0.84,182.01,999.0,0,0.5753707877416862
0,7,391,542,2,1.63,11,1.82,150.1,332.03,0,0.4741108808115997
4,7,200,276,2,0.0,14,5.43,29.94,999.0,0,0.5781305160926762
7,6,113,564,2,0.0,3,1.61,235.08,999.0,0,0.35657734163693294
1,4,338,528,2,19.99,0,0.38,575.15,26.42,0,0.14774203250430293
4,4,126,569,2,0.0,15,5.86,21.96,999.0,0,0.6650345820363492
5,6,291,349,2,0.0,5,0.65,197.68,999.0,0,0.4956675693031647
4,4,301,204,0,15.72,3,2.28,382.28,12.98,0,0.17283084837634927
5,0,173,365,2,0.0,10,2.96,269.88,999.0,0,0.6174922332314533
1,1,290,140,0,0.0,6,2.8,330.29,999.0,0,0.3506338437252676
1,7,368,138,0,0.0,6,2.23,41.24,999.0,0,0.26340373937923023
6,1,144,460,2,0.0,10,5.54,374.83,999.0,0,0.5612212188292287
4,3,23,487,2,0.0,0,5.56,303.94,999.0,1,0.6290708347109186
6,5,52,90,0,0.0,8,0.0,423.9,999.0,0,0.47813628039004347
7,2,14,99,0,0.0,8,1.16,496.94,999.0,1,0.6341063467897251
0,2,101,214,0,4.94,14,0.37,280.69,43.31,0,0.3895315073232583
0,1,372,209,0,9.17,13,0.92,56.7,22.8,0,0.40119570474317784
7,6,4,175,0,0.0,13,0.65,463.36,999.0,1,0.7293683602543698
2,6,56,445,2,0.0,8,4.28,433.96,999.0,0,0.5920594365094379
5,7,81,545,2,0.0,14,2.55,374.35,999.0,0,0.6453659848377786
4,5,134,219,0,0.0,6,2.43,237.81,999.0,0,0.3462537282093183
1,1,356,129,0,0.0,3,3.36,248.87,999.0,0,0.24395863352477162
2,0,266,184,0,0.0,4,1.44,49.44,999.0,0,0.3209963787855817
1,3,276,565,2,0.0,8,1.57,338.37,999.0,0,0.585373212914148
0,6,252,210,0,0.0,2,3.11,382.41,999.0,0,0.1625722277362249
1,5,236,168,0,17.03,0,0.2,26.69,9.86,0,0.005333146969388747
0,0,43,330,2,0.0,2,4.13,298.85,999.0,0,0.39064479294263776
7,5,30,26,0,17.98,10,2.27,86.79,1.45,0,0.3997110815382183
4,4,134,163,0,0.0,15,1.72,322.89,999.0,0,0.5021584523409044
2,2,391,295,2,0.0,10,2.28,43.42,999.0,0,0.6021627904182488
0,0,307,50,0,0.07,7,2.27,389.27,715.41,0,0.20464262660872942
4,2,208,386,2,0.0,13,0.9,176.26,999.0,0,0.5815158361750251
5,5,339,50,0,0.0,12,4.38,340.48,999.0,0,0.39472511943431215
7,0,209,212,0,6.01,11,4.72,29.86,35.28,0,0.3649277768539909
2,2,34,62,0,0.0,3,5.19,166.63,999.0,0,0.22942909615421098
0,4,321,264,2,0.0,15,2.99,559.92,999.0,0,0.6118796019499209
6,3,271,65,0,0.0,4,4.04,102.07,999.0,0,0.2460099173954797
4,2,268,585,2,16.13,13,1.79,32.01,36.27,0,0.5355335337696668
2,5,370,541,2,0.0,9,5.76,166.07,999.0,0,0.5734358341158428
0,6,150,399,2,3.92,9,5.2,44.55,101.87,0,0.4463935020464591
3,5,175,556,2,17.08,6,5.76,548.63,32.55,0,0.304791692020295
1,7,194,315,2,10.28,9,3.08,576.78,30.64,0,0.46164259317983664
0,3,375,111,0,0.0,8,1.99,584.04,999.0,0,0.381881923684563
0,5,20,296,2,0.0,9,1.43,551.56,999.0,1,0.8230724610415685
5,3,270,263,2,0.0,12,4.37,487.89,999.0,0,0.6467137587983987
1,1,365,465,2,0.0,1,3.64,135.2,999.0,0,0.33319812437124735
3,7,111,137,0,10.12,7,0.24,255.86,13.53,0,0.22876022150390918
1,1,385,517,2,12.42,12,0.57,577.23,41.64,0,0.550131544605289
0,0,95,213,0,0.0,3,2.01,260.71,999.0,0,0.25196885215750964
0,3,353,386,2,8.35,8,4.38,497.36,46.25,0,0.43752865301343885
6,0,318,218,0,9.79,4,5.32,64.23,22.26,0,0.17044296884916366
1,4,56,552,2,0.0,12,3.18,218.91,999.0,0,0.5531651376961682
2,6,100,174,0,0.0,6,3.64,313.39,999.0,0,0.2908201861740432
7,4,172,345,2,0.0,8,5.6,423.34,999.0,0,0.5888732735491341
4,2,267,548,2,0.0,11,3.78,471.25,999.0,0,0.5904990174510913
7,6,220,445,2,0.0,3,0.7,94.7,999.0,0,0.4316737762873034
0,0,99,56,0,0.0,11,2.34,533.03,999.0,0,0.4006055696173062
0,6,79,466,2,0.0,3,5.72,465.2,999.0,0,0.3564832302607539
5,5,27,440,2,0.0,13,3.43,301.52,999.0,1,0.9316918058561714
6,2,319,215,0,24.6,9,4.5,43.4,8.74,0,0.2870520137286242
0,7,400,198,0,0.0,15,5.18,549.38,999.0,0,0.4983989741448088
2,6,24,217,0,5.84,3,0.32,406.87,37.13,1,0.4273679854448065
0,0,260,377,2,0.0,9,1.71,125.43,999.0,0,0.5198927944135542
7,4,299,169,0,10.07,12,5.22,400.93,16.78,0,0.3896338622743176
7,1,268,302,2,3.63,12,3.82,349.88,83.21,0,0.4476318222257678
1,4,11,512,2,0.0,5,5.34,82.85,999.0,1,0.7707023651424065
3,4,400,144,0,19.41,12,3.38,577.16,7.42,0,0.29657270259364166
0,7,80,407,2,16.01,13,5.83,37.7,25.43,0,0.4830387209420633
3,4,288,233,0,0.0,10,4.02,369.39,999.0,0,0.4534162062259223
3,2,337,574,2,18.93,0,5.38,576.81,30.33,0,0.21647392630301376
1,2,356,579,2,15.25,0,3.3,512.4,37.97,0,0.1276690844353118
5,2,223,272,2,2.34,12,2.07,385.6,116.37,0,0.5408153705262077
3,0,288,493,2,0.0,4,4.6,488.19,999.0,0,0.3956433619006041
5,1,129,196,0,19.43,4,1.44,481.84,10.09,0,0.13528912459292727
4,0,16,168,0,0.0,0,0.04,514.28,999.0,1,0.46054657780971514
6,6,33,56,0,2.92,6,0.45,407.62,19.18,0,0.2817040326441481
5,0,25,67,0,0.0,8,0.48,385.32,999.0,1,0.6355544716165373
5,0,233,417,2,0.0,14,3.85,383.65,999.0,0,0.5560359007686165
5,3,327,286,2,6.75,14,2.66,183.27,42.35,0,0.4494774741454559
7,2,372,412,2,19.07,4,3.58,219.84,21.6,0,0.30465573876977003
1,7,372,485,2,0.0,5,3.39,560.84,999.0,0,0.3980152932725369
4,0,204,536,2,16.87,2,5.82,135.09,31.78,0,0.22846397265682797
1,2,161,366,2,0.0,6,2.07,577.39,999.0,0,0.4350455945138867
1,7,6,209,0,0.0,3,0.47,114.76,999.0,1,0.5327168455482415
3,6,122,525,2,24.49,4,2.81,336.75,21.44,0,0.3551719730004358
6,1,98,223,0,11.19,9,1.59,48.53,19.93,0,0.3733485400992873
5,0,73,405,2,0.0,3,2.59,185.16,999.0,0,0.3323480146853693
7,3,350,256,2,20.8,15,3.21,558.06,12.31,0,0.5386051351993129
7,2,96,76,0,0.0,2,5.27,538.67,999.0,0,0.20467916918061135
2,1,322,198,0,6.53,5,3.44,217.28,30.33,0,0.2295696885806076
7,3,389,436,2,0.0,7,5.26,511.88,999.0,0,0.47526599300817707
5,6,15,346,2,5.72,0,2.96,427.64,60.46,1,0.45535180334971814
6,6,349,121,0,0.0,12,5.17,307.95,999.0,0,0.4980375019357365
2,0,187,2,1,0.0,2,3.95,119.15,999.0,0,0.16086898555979873
5,5,346,163,0,2.15,11,0.09,214.33,75.65,0,0.44510508825723155
1,4,208,583,2,0.0,5,0.44,350.96,999.0,0,0.4518263181487886
6,7,387,40,0,13.94,7,2.58,373.2,2.87,0,0.22865649078787803
0,2,65,38,0,0.0,7,3.97,334.52,999.0,0,0.4110011201970478
4,4,332,133,0,7.45,2,3.88,184.47,17.84,0,0.08822363903468773
7,0,356,451,2,0.0,7,5.37,252.96,999.0,0,0.5008595419623865
3,2,14,462,2,0.0,2,4.32,404.94,999.0,1,0.6293687168612166
7,6,278,153,0,21.43,15,4.31,109.27,7.14,0,0.39009057145966963
5,3,253,39,0,19.76,0,2.39,128.02,1.97,0,0.04502401899612418
3,5,27,275,2,22.08,12,2.29,379.33,12.46,1,0.7922734896450956
0,0,345,127,0,0.0,10,5.11,175.63,999.0,0,0.41190672481140267
6,7,304,403,2,4.9,9,1.11,163.04,82.2,0,0.5121967825291437
4,6,114,199,0,0.0,10,2.43,171.22,999.0,0,0.4921363109474147
5,2,273,345,2,18.06,5,5.48,219.14,19.1,0,0.2901215198355568
2,6,302,226,0,0.0,10,3.18,473.38,999.0,0,0.45440622607072056
3,1,287,400,2,0.0,15,3.11,574.63,999.0,0,0.6639492492527862
5,0,313,328,2,18.9,8,1.35,132.61,17.35,0,0.44137533011124763
1,1,58,492,2,0.0,1,1.19,503.15,999.0,0,0.30203381632147164
3,4,20,88,0,0.0,12,1.85,208.64,999.0,1,0.7244412077434563
5,5,104,109,0,0.0,11,3.72,144.39,999.0,0,0.4403380460821291
1,3,219,458,2,0.0,0,5.76,174.14,999.0,0,0.33159260942013846
1,4,395,89,0,0.88,5,2.74,377.12,101.16,0,0.2437570181467475
1,7,288,61,0,0.0,15,0.04,229.37,999.0,0,0.45658682581901977
5,6,84,140,0,23.38,13,0.35,208.18,5.99,0,0.408742468064256
6,7,276,452,2,0.0,4,2.96,215.98,999.0,0,0.3984742398707455
4,5,376,432,2,24.11,9,1.07,94.76,17.92,0,0.5129606143960798
1,1,355,438,2,0.0,4,5.6,23.63,999.0,0,0.3627282624628022
2,4,191,235,0,0.0,2,5.75,96.05,999.0,0,0.25928460814876925
1,5,163,70,0,5.21,10,2.88,322.64,13.44,0,0.36601014193863135
6,2,350,102,0,7.1,12,2.31,379.58,14.37,0,0.3760085005974436
2,7,354,227,0,10.58,9,3.86,106.83,21.46,0,0.25876384585774237
5,2,189,294,2,0.0,6,4.83,120.27,999.0,0,0.48720376605486493
1,2,98,64,0,0.0,0,3.76,381.96,999.0,0,0.07707813892706304
0,1,267,250,0,10.38,5,1.22,340.59,24.08,0,0.1714008519270051
2,7,207,531,2,17.65,5,4.72,541.91,30.08,0,0.3276095495798541
5,4,383,371,2,14.05,15,0.81,109.76,26.4,0,0.5059862642148004
0,5,73,92,0,12.77,12,5.4,341.2,7.2,0,0.3775467506965249
6,0,282,186,0,0.0,15,1.05,285.16,999.0,0,0.4358082224711667
7,3,290,596,2,0.0,10,1.09,110.01,999.0,0,0.6646231361331414
3,6,88,103,0,18.32,2,3.84,157.04,5.62,0,0.1000790712927636
3,2,167,372,2,0.0,6,1.92,565.02,999.0,0,0.4540133916299421
1,7,372,474,2,18.43,7,0.97,247.99,25.72,0,0.36488143109567284
0,5,134,259,2,14.44,3,1.08,279.16,17.94,0,0.30498428515906084
7,0,96,584,2,0.0,5,0.33,162.96,999.0,0,0.524823706090757
7,7,369,115,0,5.36,4,3.48,343.82,21.47,0,0.20779769186879238
3,2,77,28,0,0.0,4,4.76,250.34,999.0,0,0.29287028961727857
0,3,89,38,0,22.08,15,3.64,565.04,1.72,0,0.39617905032539547
7,5,351,215,0,17.33,11,1.11,389.71,12.4,0,0.33732149206784595
0,0,104,17,1,6.95,7,5.54,394.34,2.44,0,0.2917607273215049
5,1,236,68,0,0.0,6,5.23,350.9,999.0,0,0.37342448145233914
1,0,399,152,0,0.0,11,3.98,73.64,999.0,0,0.4338607395988423
4,3,30,201,0,22.79,15,0.5,418.33,8.82,0,0.370148352985467
1,2,204,49,0,0.0,3,1.24,88.49,999.0,0,0.24841431408284978
7,6,239,142,0,0.0,3,0.68,253.56,999.0,0,0.19448999751936302
2,0,62,32,0,11.16,14,5.59,134.81,2.87,0,0.3647568816662786
3,0,151,585,2,4.81,10,1.25,27.78,121.59,0,0.45146052282036236
4,1,77,288,2,0.0,9,0.14,343.86,999.0,0,0.5999237798860739
2,5,5,590,2,0.0,4,3.58,237.83,999.0,1,0.6400537878632468
3,5,180,389,2,0.0,0,4.83,144.48,999.0,0,0.31003406694728447
5,2,399,597,2,0.0,3,1.37,283.17,999.0,0,0.343025482006784
3,6,184,562,2,8.17,12,1.84,555.93,68.82,0,0.4554415132221658
0,4,39,159,0,0.64,1,2.53,229.86,248.0,0,0.041434463512281035
3,7,143,61,0,0.0,14,4.31,579.12,999.0,0,0.44174662687736643
0,6,117,133,0,3.16,3,2.05,171.42,42.06,0,0.16968662073486904
0,3,360,292,2,0.0,3,0.1,230.65,999.0,0,0.4705651184081426
7,7,189,433,2,22.33,2,2.23,362.27,19.39,0,0.2674056392294522
5,5,146,435,2,0.0,8,2.88,81.73,999.0,0,0.5864124246329855
4,7,223,2,1,0.0,3,4.78,318.23,999.0,0,0.17064764702965568
0,6,284,235,0,2.51,8,4.58,72.19,93.65,0,0.24542492284518955
0,0,265,99,0,20.31,14,0.64,363.79,4.87,0,0.4084353942485407
1,5,361,62,0,0.0,1,2.45,78.97,999.0,0,0.10846596949870542
3,5,41,48,0,20.32,11,5.82,573.25,2.36,0,0.3490439751448362
3,6,90,116,0,0.0,0,3.39,125.4,999.0,0,0.13380300300664116
5,7,219,439,2,14.9,0,1.23,345.53,29.46,0,0.15005152481701803
3,6,81,450,2,23.05,12,2.62,106.37,19.52,0,0.4723880483971362
1,3,71,486,2,0.0,8,2.42,266.83,999.0,0,0.5232721543595918
5,0,387,69,0,0.0,14,3.53,406.59,999.0,0,0.4049188103502357
4,0,11,268,2,0.0,8,3.45,202.73,999.0,1,0.8461251623011992
1,5,89,43,0,0.0,9,3.88,366.8,999.0,0,0.41762869906061384
6,7,328,229,0,0.0,14,3.54,417.39,999.0,0,0.5076398364435818
6,4,53,420,2,0.0,4,1.3,186.26,999.0,0,0.36389250071497686
7,4,128,238,0,20.77,13,1.1,447.44,11.46,0,0.40604490445439945
4,1,313,456,2,0.0,8,0.99,269.86,999.0,0,0.6049311628242473
2,0,110,478,2,1.27,5,0.63,258.23,375.04,0,0.4055574077191766
0,4,49,558,2,0.0,7,2.22,427.05,999.0,0,0.5278251375301741
7,2,58,85,0,0.0,9,5.57,314.77,999.0,0,0.45583826394708327
1,6,134,311,2,0.0,3,2.71,530.5,999.0,0,0.3687261032360312
3,7,260,382,2,0.0,5,0.37,34.9,999.0,0,0.47999992140211034
6,7,164,484,2,0.0,6,2.28,69.37,999.0,0,0.4934816466598774
1,1,81,523,2,22.27,5,3.6,265.62,23.48,0,0.37845739469351175
2,7,372,401,2,14.46,1,1.6,361.53,27.72,0,0.16952047185306132
1,4,46,594,2,10.59,13,0.26,541.76,56.1,0,0.536514131062687
2,7,146,566,2,13.95,12,2.12,471.84,40.56,0,0.4852287396022979
6,2,150,46,0,22.12,9,5.01,238.26,2.08,0,0.32361581276236917
4,6,14,272,2,11.33,4,0.39,26.74,24.01,1,0.6097575944514201
1,6,73,163,0,24.53,7,4.95,255.85,6.64,0,0.25911435885433426
2,0,258,587,2,0.0,8,3.21,328.97,999.0,0,0.5462170543920566
0,6,71,264,2,0.0,14,3.61,59.53,999.0,0,0.5526465800016276
1,1,154,75,0,0.0,7,2.15,458.18,999.0,0,0.3659628074527654
2,3,366,417,2,0.0,15,4.32,538.78,999.0,0,0.5910074819802467
3,0,131,328,2,0.0,12,1.99,501.43,999.0,0,0.5526317047268239
2,5,143,309,2,12.39,3,3.7,268.77,24.94,0,0.28403429010352416
3,4,141,28,0,19.69,12,5.07,292.63,1.42,0,0.37884026779315433
1,2,359,264,2,0.0,0,5.2,287.8,999.0,0,0.29613835437189956
1,4,41,453,2,0.0,7,5.04,381.08,999.0,0,0.5642940068195936
6,4,280,432,2,0.0,12,4.18,338.74,999.0,0,0.587393894431272
6,4,353,92,0,8.18,10,4.82,48.59,11.24,0,0.3048940184238825
2,2,30,489,2,0.0,12,5.33,45.8,999.0,0,0.5636066219839904
7,1,217,63,0,5.68,6,2.53,164.16,11.1,0,0.27910370753051933
2,1,264,593,2,6.5,1,2.27,24.45,91.26,0,0.1449727839774943
4,2,153,543,2,24.28,5,0.28,553.89,22.36,0,0.4185668076173157
4,6,221,509,2,10.26,13,1.57,28.33,49.6,0,0.5248603566867646
4,5,217,372,2,12.25,10,3.23,36.93,30.37,0,0.48407455395089105
4,5,114,196,0,0.0,13,0.79,517.08,999.0,0,0.4629381606933968
6,6,67,188,0,19.26,9,0.33,249.96,9.76,0,0.32507407330291255
5,3,28,9,1,17.37,5,5.13,88.68,0.52,1,0.4282586991436294
2,7,220,489,2,17.35,9,2.41,463.01,28.19,0,0.4715927755242577
6,0,54,80,0,0.0,2,2.24,584.0,999.0,0,0.19440325923140542
4,6,31,6,1,0.0,3,2.85,319.44,999.0,0,0.21352971513378652
7,2,101,81,0,4.32,14,5.58,540.41,18.74,0,0.40171824407748635
4,7,70,418,2,0.0,13,0.46,443.66,999.0,0,0.6820690845281552
0,3,271,257,2,5.72,10,1.37,220.52,44.93,0,0.5006490642394091
6,0,237,567,2,0.0,11,5.9,569.83,999.0,0,0.5709794112829234
2,1,344,570,2,0.0,10,5.27,229.98,999.0,0,0.6402905744134917
4,0,17,439,2,6.36,9,3.91,216.35,69.01,1,0.6954770395784412
3,1,58,143,0,0.0,14,1.71,331.61,999.0,0,0.4818419987587442
7,1,231,448,2,22.53,6,1.46,190.21,19.89,0,0.3789818794833286
2,7,87,31,0,4.79,5,4.92,540.69,6.47,0,0.17243562285383054
0,0,35,396,2,0.0,8,1.97,388.5,999.0,0,0.48998401682372067
3,5,369,558,2,0.0,8,3.74,153.07,999.0,0,0.5877324553992019
4,0,19,106,0,12.87,14,2.85,186.23,8.24,1,0.6786003578307874
6,5,89,285,2,6.35,8,1.57,51.02,44.86,0,0.4298084365817303
5,1,244,222,0,0.0,0,3.85,397.53,999.0,0,0.19924179625551675
5,3,330,126,0,3.68,8,5.24,446.5,34.27,0,0.32246861429998186
6,2,392,62,0,7.65,15,3.47,97.05,8.1,0,0.3475209532123692
4,7,349,140,0,0.0,1,4.86,519.87,999.0,0,0.22037948137362362
6,4,90,274,2,0.0,7,3.55,114.39,999.0,0,0.4822558991655116
1,2,58,562,2,12.5,5,5.66,348.62,44.96,0,0.38800865218556146
0,3,86,149,0,0.0,0,1.11,121.92,999.0,0,0.07025351168180477
1,6,237,444,2,0.0,0,3.05,386.2,999.0,0,0.31057676392898176
7,6,63,11,1,13.69,6,2.24,482.18,0.8,0,0.1966516666368054
3,4,164,249,0,0.0,1,4.72,180.29,999.0,0,0.21596460510886473
2,3,162,316,2,10.22,3,0.21,135.16,30.93,0,0.33040275191123963
0,7,385,413,2,0.0,11,4.9,181.79,999.0,0,0.5895308774284991
6,7,39,339,2,0.0,13,2.6,540.19,999.0,0,0.5967920861441628
4,1,38,13,1,22.62,11,1.79,70.19,0.57,0,0.3008355528450724
3,4,1,457,2,0.0,12,3.68,554.99,999.0,1,0.9009777542372327
7,0,268,15,1,0.0,13,2.52,137.34,999.0,0,0.4564753310151338
6,6,82,397,2,0.0,7,3.24,343.66,999.0,0,0.5164046816507335
1,7,271,496,2,0.0,11,0.18,485.65,999.0,0,0.6340981478440332
5,7,40,583,2,11.36,0,4.16,157.31,51.31,0,0.11267323339873675
1,2,221,367,2,0.0,12,0.09,587.11,999.0,0,0.6528693129861318
0,5,72,74,0,19.6,10,3.06,583.48,3.78,0,0.304133426064763
7,7,149,92,0,0.0,15,1.78,369.23,999.0,0,0.48408700264212035
1,2,144,94,0,15.21,4,2.61,122.68,6.18,0,0.11490959298893083
7,5,263,76,0,11.23,11,1.6,96.5,6.77,0,0.38879689951558594
5,4,191,497,2,0.0,10,2.61,313.36,999.0,0,0.5503463374181883
2,2,188,508,2,0.0,1,0.38,251.59,999.0,0,0.397832252895734
5,6,141,54,0,0.0,4,1.67,521.42,999.0,0,0.31702553663637517
2,5,370,286,2,0.0,15,3.12,568.29,999.0,0,0.6480192501992376
2,2,353,268,2,0.0,2,0.82,263.42,999.0,0,0.34803839584072765
5,0,247,67,0,1.47,1,0.55,353.13,45.49,0,0.13701491078915154
2,7,56,88,0,7.87,2,4.49,45.3,11.18,0,0.07752727791137644
7,0,292,139,0,0.0,14,0.43,269.51,999.0,0,0.4506579706619633
0,0,248,262,2,0.0,9,3.37,209.79,999.0,0,0.553164268219772
2,7,212,568,2,14.33,11,0.79,169.11,39.65,0,0.5532247715728237
1,6,376,90,0,0.0,15,1.21,200.3,999.0,0,0.45461037672994353
3,1,19,264,2,0.0,11,4.65,405.11,999.0,1,0.8783938028411082
2,1,240,303,2,5.33,14,1.54,463.09,56.81,0,0.5288627662437766
5,2,216,542,2,1.51,13,0.23,268.97,358.49,0,0.5039104662218292
3,4,154,554,2,12.58,5,1.91,152.15,44.02,0,0.3805364808273887
4,6,71,553,2,1.19,1,2.67,277.71,466.34,0,0.19520402625622266
0,6,185,459,2,15.5,2,2.19,250.3,29.62,0,0.19871879800966774
2,0,305,34,0,13.52,10,0.64,306.16,2.51,0,0.38826682915490535
0,1,120,102,0,0.0,14,4.67,566.01,999.0,0,0.40137056672664906
0,2,169,302,2,17.6,12,0.32,427.56,17.16,0,0.4772267922106719
0,6,368,379,2,22.98,8,4.19,68.23,16.49,0,0.3872551778538921
0,1,342,138,0,4.56,11,5.23,54.52,30.29,0,0.3089490412413462
6,0,41,327,2,0.0,5,5.44,221.27,999.0,0,0.4857537153256027
4,7,325,347,2,0.8,1,5.74,305.54,433.88,0,0.2537981962349494
3,2,238,563,2,1.24,11,3.86,549.8,454.79,0,0.5299712479868497
1,0,5,402,2,0.0,9,4.64,27.08,999.0,1,0.8808035249387585
1,0,143,356,2,0.0,6,2.57,313.76,999.0,0,0.5058475632419919
4,1,37,555,2,0.0,7,5.94,215.35,999.0,0,0.527844834819376
2,5,178,249,0,22.73,4,0.27,244.99,10.95,0,0.13102181423005424
6,7,292,591,2,0.0,12,3.43,566.88,999.0,0,0.6590599881031345
0,1,280,396,2,17.93,8,0.26,423.36,22.09,0,0.4244149898047997
7,4,356,128,0,0.0,6,3.42,187.61,999.0,0,0.331726379840573
5,3,11,2,1,9.82,12,4.55,510.98,0.2,1,0.6101009133411274
0,3,83,356,2,0.0,15,1.28,240.1,999.0,0,0.5806124646633933
6,2,147,108,0,11.48,5,3.49,384.09,9.4,0,0.2093789752844199
2,3,114,315,2,0.0,2,0.09,476.72,999.0,0,0.3989021192479518
6,0,183,250,0,0.14,8,1.46,107.85,1779.8,0,0.3543423499315813
1,6,202,454,2,0.0,0,1.69,413.44,999.0,0,0.34492253271515033
7,5,387,576,2,13.91,10,5.14,519.21,41.4,0,0.4405272208192872
6,4,86,404,2,0.0,13,4.03,531.74,999.0,0,0.6456807407812518
2,7,190,362,2,0.0,8,2.77,288.75,999.0,0,0.48895969309947174
2,0,228,117,0,2.27,5,1.35,456.12,51.52,0,0.13073430405342507
3,6,359,172,0,0.0,2,2.12,548.02,999.0,0,0.2482811615388032
7,0,352,374,2,14.14,3,4.64,311.82,26.45,0,0.23137231999832142
5,5,282,563,2,2.04,14,4.14,292.86,276.14,0,0.5144773251033412
1,6,285,529,2,0.0,10,5.5,297.68,999.0,0,0.641870545573499
3,1,281,384,2,0.0,15,5.4,486.15,999.0,0,0.5831333166346242
4,0,337,98,0,0.0,5,4.33,296.53,999.0,0,0.23014629845676515
2,3,315,301,2,0.0,4,3.97,110.18,999.0,0,0.38823544259847453
4,4,250,285,2,0.0,3,0.4,584.88,999.0,0,0.46493766181199064
3,0,345,129,0,0.0,4,0.22,140.56,999.0,0,0.23541715700230942
2,3,68,133,0,17.92,11,5.1,93.77,7.42,0,0.39509726235559767
3,5,368,198,0,0.0,2,2.51,534.07,999.0,0,0.20285895960342792
6,3,2,58,0,0.0,14,2.74,226.4,999.0,1,0.7783712037663718
1,3,68,72,0,0.0,2,2.49,532.41,999.0,0,0.21629452667678611
1,7,153,387,2,0.0,5,3.49,574.36,999.0,0,0.41618037174880357
0,4,127,554,2,0.0,12,2.35,107.48,999.0,0,0.5597391839040444
3,1,215,498,2,0.0,11,2.44,533.18,999.0,0,0.6662606804143535
6,6,236,41,0,9.58,4,0.5,317.04,4.28,0,0.16505892582660459
5,0,156,595,2,7.17,9,3.94,275.77,82.94,0,0.44977822148041396
3,4,310,193,0,17.93,11,0.05,395.39,10.76,0,0.3731827842259464
7,3,67,172,0,9.63,3,0.53,581.82,17.85,0,0.11545685442573436
6,2,379,351,2,23.52,8,4.04,78.82,14.92,0,0.42776245079948044
0,7,305,100,0,18.5,4,3.84,440.13,5.41,0,0.2068927845543569
1,6,135,225,0,5.03,7,5.32,437.7,44.77,0,0.309488680889598
4,7,96,374,2,16.67,7,1.35,171.23,22.44,0,0.3582768257403647
0,3,40,80,0,17.66,15,2.43,236.84,4.53,0,0.37625215673483264
5,7,399,399,2,22.9,15,1.98,283.05,17.42,0,0.5004191819239613
4,5,103,369,2,24.18,11,3.39,594.85,15.26,0,0.4625025415954239
6,6,33,441,2,5.22,4,0.47,219.09,84.55,0,0.3034138138901826
0,5,317,313,2,12.7,5,4.56,365.65,24.64,0,0.3087715805648512
